"","Age","Gender","Education","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","VSA","CountryAustralia","CountryCanada","CountryNew Zealand","CountryOther","CountryRepublic of Ireland","CountryUK","CountryUSA","EthnicityAsian","EthnicityBlack","EthnicityMixed-Black/Asian","EthnicityMixed-White/Black","EthnicityNot Provided","EthnicityWhite"
"1396",1,1,6,-0.79151,1.11406,-0.01928,1.2861,2.04506,0.88113,0.40148,3,2,2,2,5,2,2,2,2,2,0,0,2,2,0,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"1397",2,0,8,0.82562,-0.80615,-0.58331,-0.45321,-0.27607,-0.71126,-0.52593,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1398",2,0,9,1.02119,0.96248,-0.97631,-0.60633,-0.14277,-1.37983,-1.18084,5,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1399",2,0,8,0.62967,0.16767,0.14143,1.2861,0.41594,-0.71126,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1400",2,0,8,0.91093,0.00332,0.88309,0.94156,-0.52745,-1.37983,0.07987,6,2,1,2,6,3,6,2,0,0,0,0,0,0,0,2,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1
"1401",2,0,8,0.41667,0.00332,-1.11902,0.13136,0.58489,-1.37983,-0.84637,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1402",1,0,8,-2.42317,0.16767,-1.82919,2.75696,-0.89891,-2.55524,-0.84637,5,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1403",2,0,10,1.60383,1.2861,0.58331,0.28783,-0.78155,0.52975,-1.18084,6,2,2,3,6,2,4,5,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1404",2,0,8,0.22393,-0.57545,-1.55521,0.43852,-1.38502,-1.37983,-0.84637,6,0,0,0,5,2,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1405",2,0,9,-0.79151,0.80523,1.24033,1.2861,0.41594,0.19268,1.2247,5,0,2,0,6,5,5,0,0,5,0,0,3,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1406",2,1,9,1.37297,-1.23177,-0.58331,0.43852,-1.25773,0.88113,0.7654,6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1407",2,0,10,-2.21844,-0.94779,-0.71727,0.13136,-0.52745,-0.71126,0.7654,5,2,2,0,5,5,5,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1408",2,0,8,-0.58016,-0.43999,0.58331,1.45039,1.30612,-0.71126,-1.18084,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1409",2,0,8,0.41667,-0.30033,1.43533,-0.30172,1.46191,-0.21712,0.40148,5,1,0,3,5,6,5,0,0,0,0,1,2,1,0,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1410",2,0,9,1.02119,0.80523,1.24033,-0.01729,0.25953,-1.37983,0.07987,5,0,1,3,5,2,6,2,0,2,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1411",2,0,8,1.02119,-0.69509,-0.31776,-0.76096,0.7583,-0.71126,-0.84637,5,0,0,0,6,2,6,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1412",2,0,10,-0.34799,2.32338,1.43533,0.59042,0.58489,-0.21712,0.07987,5,0,2,0,6,4,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1413",1,1,1,1.8399,-1.37639,-0.17779,-1.772,-1.64101,0.88113,0.7654,3,3,0,0,6,6,5,5,0,4,0,3,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1414",1,1,6,-1.1943,-1.09207,-0.84732,0.28783,0.25953,-1.37983,-0.52593,5,4,0,0,6,6,5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1415",1,0,8,0.91093,-0.69509,-0.71727,0.28783,-0.00665,-0.71126,-0.52593,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1416",2,0,9,-0.14882,-0.30033,-1.27553,1.81866,-0.27607,-1.37983,-1.18084,5,0,2,2,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1417",1,1,6,-0.34799,0.80523,1.43533,0.59042,-0.00665,0.19268,1.2247,6,3,0,2,6,6,4,4,0,2,0,3,3,4,3,4,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"1418",2,1,6,0.82562,-0.43999,0.58331,-0.76096,-0.52745,0.88113,1.2247,4,0,0,0,5,6,4,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1419",2,1,6,-0.14882,0.47617,0.7233,-0.60633,0.25953,-0.21712,1.2247,6,0,0,5,5,6,6,6,0,4,0,2,6,2,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1420",4,1,2,-0.05188,-0.94779,-0.01928,1.11406,-1.0145,0.19268,1.2247,1,3,0,2,4,6,6,3,0,2,0,0,3,5,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1421",1,1,8,-0.79151,1.74091,1.65653,0.43852,-0.27607,0.19268,0.40148,4,2,0,0,6,6,6,3,0,4,2,0,3,3,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1422",2,1,6,0.62967,-0.57545,-0.31776,-0.45321,-1.13788,1.29221,0.7654,5,0,2,0,6,4,4,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1423",2,0,8,-0.24649,0.63779,1.24033,0.76096,0.58489,0.19268,1.2247,6,6,0,3,5,6,5,3,2,5,3,2,0,3,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1424",3,1,7,0.31287,0.32197,-0.17779,-0.15487,-0.00665,1.29221,0.40148,5,0,0,2,5,2,5,0,0,0,0,3,2,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"1425",1,0,7,0.04257,0.00332,-0.17779,0.28783,1.81175,0.88113,0.40148,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0
"1426",1,1,6,-0.92104,1.74091,0.58331,-1.34289,1.13407,0.52975,1.2247,4,3,0,2,6,5,5,3,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1427",1,0,6,0.73545,-0.30033,-0.71727,0.43852,-0.89891,-0.21712,-0.21575,3,0,0,0,6,5,4,0,0,0,0,0,3,0,0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1428",1,1,6,-0.24649,1.45421,1.43533,-0.60633,-0.14277,0.88113,1.2247,6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1429",1,0,6,1.23461,1.11406,-0.58331,-2.21844,-0.65253,1.86203,0.40148,6,0,0,4,6,5,6,3,0,2,0,2,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1430",4,0,10,-1.05308,-1.23177,-0.71727,-0.45321,0.58489,-0.71126,-1.54858,6,1,1,1,6,3,4,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1431",2,0,9,0.31287,-0.94779,-0.58331,2.75696,1.46191,-1.37983,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1432",2,0,9,0.41667,-1.37639,-1.11902,0.59042,0.25953,-1.37983,-2.07848,2,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1433",5,0,9,-0.79151,0.00332,0.14143,0.28783,0.7583,0.52975,-0.52593,6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1434",5,0,7,-0.79151,-0.57545,0.29338,0.28783,-1.13788,1.86203,0.40148,5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1435",1,1,1,1.23461,-0.43999,0.29338,0.43852,-0.14277,-0.71126,1.2247,3,2,0,3,6,3,5,2,0,2,2,0,3,0,6,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1436",1,1,6,-1.86962,1.11406,0.7233,-0.91699,1.13407,-0.71126,0.07987,5,0,0,0,6,5,6,2,0,0,3,0,2,0,0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1437",1,1,6,-0.67825,0.63779,-0.01928,-1.21213,-0.78155,-0.21712,0.7654,6,0,0,0,4,5,5,0,0,3,0,4,4,3,0,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1438",3,0,9,-0.14882,0.00332,-0.84732,0.76096,0.41594,-1.37983,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1439",4,0,9,-1.1943,-0.15487,0.14143,1.45039,1.30612,-0.71126,-1.18084,6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1440",2,0,9,1.02119,-0.94779,-0.71727,1.2861,0.93949,-1.37983,-1.54858,1,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1441",3,0,10,-0.46725,0.96248,0.7233,0.94156,0.58489,-0.71126,-1.18084,6,1,0,1,6,2,6,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1442",3,0,9,-0.67825,-0.43999,-1.11902,1.81866,0.93949,-0.71126,-0.84637,6,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1443",4,0,9,-1.43907,0.16767,0.29338,0.94156,1.13407,-1.37983,-1.18084,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1444",2,0,9,-0.67825,0.96248,0.29338,1.11406,2.04506,0.19268,-0.84637,4,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1445",2,0,9,0.04257,0.63779,-1.11902,-0.60633,1.81175,-0.21712,0.07987,4,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1446",2,0,8,-1.1943,1.45421,0.58331,1.2861,1.63088,0.52975,0.7654,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1447",1,0,9,-0.58016,0.16767,-0.84732,0.59042,0.7583,-0.21712,-0.21575,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1448",2,0,9,-1.05308,1.11406,0.88309,-1.07533,1.46191,-0.21712,-0.52593,5,2,2,0,5,2,6,3,0,2,0,0,3,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1449",2,0,10,-1.05308,-0.57545,-0.01928,1.11406,1.81175,-1.37983,-0.21575,5,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1450",1,1,6,0.41667,-0.43999,2.15324,-1.92595,2.33337,1.29221,1.92173,3,3,0,2,6,5,6,3,2,2,3,3,4,4,6,3,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1451",1,0,8,0.31287,0.16767,-1.55521,0.43852,1.13407,-1.37983,-1.18084,4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1452",2,0,10,-0.46725,0.00332,-0.17779,0.76096,0.7583,-0.71126,-0.52593,5,0,0,1,6,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1453",1,1,7,0.73545,-0.69509,1.43533,2.03972,-0.40581,-0.71126,1.92173,5,4,0,3,6,5,6,4,0,4,0,4,6,5,3,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1454",4,0,9,-2.05048,0.63779,0.14143,1.45039,1.63088,-0.71126,-0.84637,5,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1455",2,0,10,0.52135,-1.09207,-0.45174,1.81866,0.41594,-1.37983,0.40148,4,1,0,1,6,3,6,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1456",2,0,8,-1.32828,-0.57545,-0.17779,0.43852,1.13407,-0.71126,-0.52593,4,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1457",1,0,8,-0.92104,0.80523,-0.01928,1.11406,-0.65253,-0.21712,-0.84637,5,2,2,3,6,3,5,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1458",3,0,10,-2.05048,1.58487,0.14143,0.13136,0.7583,0.19268,-0.84637,5,1,1,0,6,1,5,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1459",5,1,9,0.13606,0.63779,0.88309,0.28783,-0.78155,-0.71126,-1.18084,5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1460",2,1,9,0.13606,0.16767,-0.45174,0.43852,0.12331,-0.71126,0.40148,5,0,2,0,6,3,5,3,0,2,0,0,2,0,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1461",1,1,6,-1.1943,0.80523,0.88309,0.94156,0.41594,-0.21712,0.7654,6,0,0,0,6,6,6,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1462",2,1,9,-2.75696,1.2861,-0.58331,0.76096,-0.52745,0.52975,0.07987,4,1,1,0,5,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1463",2,0,6,0.73545,-0.57545,-0.31776,-0.91699,-0.14277,0.88113,-0.21575,3,0,0,6,5,6,6,3,0,1,0,0,0,1,3,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1464",1,0,8,-0.58016,0.32197,0.7233,-0.15487,0.58489,-1.37983,-0.52593,5,0,0,0,5,6,5,3,0,4,0,0,0,3,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1465",5,0,8,-1.86962,0.80523,0.88309,1.61108,0.93949,-0.21712,0.07987,4,1,0,4,3,6,6,1,1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1466",2,0,9,-0.14882,-0.80615,-1.27553,1.2861,0.12331,-1.37983,-0.52593,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1467",1,0,8,0.31287,0.00332,-0.01928,0.76096,-0.27607,-1.37983,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1468",6,1,8,-1.86962,-0.15487,-0.58331,2.46262,0.41594,-1.37983,-2.07848,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1469",5,1,9,-0.79151,-0.30033,0.29338,0.28783,1.46191,-0.21712,-0.84637,5,2,2,0,6,4,6,2,0,2,0,0,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1470",1,1,6,-0.14882,0.47617,-0.17779,-1.07533,0.12331,-0.71126,1.2247,6,0,0,0,6,4,6,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1471",2,0,9,-0.24649,0.32197,0.88309,0.43852,0.12331,-0.71126,0.07987,6,0,0,3,6,3,6,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1472",4,1,6,1.02119,-0.69509,-0.84732,-1.21213,0.7583,1.86203,1.2247,4,4,5,5,6,4,0,2,0,4,0,3,6,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1473",2,0,6,2.46262,-1.92173,-0.58331,-2.35413,-2.30408,1.29221,1.2247,5,6,3,4,5,2,5,4,2,5,4,3,3,3,4,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1474",2,1,7,-0.34799,-0.43999,-0.17779,-0.45321,0.12331,-0.71126,-0.84637,5,2,0,0,6,6,5,5,2,4,0,0,2,5,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"1475",1,1,6,0.41667,-0.69509,-0.01928,-0.30172,-1.25773,-1.37983,0.40148,6,3,0,0,6,6,5,0,0,0,0,0,3,6,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1476",1,1,6,-0.92104,1.45421,1.65653,-0.01729,-0.52745,1.86203,1.92173,6,3,2,2,6,6,4,3,0,5,2,0,3,3,3,3,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1477",3,0,7,-0.05188,-0.57545,-2.09015,-0.01729,-0.27607,-0.71126,-0.84637,5,3,0,3,3,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1478",2,0,6,1.37297,0.32197,0.7233,0.94156,0.12331,-0.71126,0.07987,3,2,0,6,6,2,4,2,2,3,2,0,2,2,6,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1479",4,0,8,1.60383,-2.32338,0.14143,-0.01729,-2.04506,0.88113,-2.07848,4,1,0,1,2,6,6,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1480",4,0,10,-0.92104,0.00332,0.14143,0.13136,0.7583,-0.21712,-0.21575,5,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1481",2,0,8,-0.24649,0.47617,0.7233,1.61108,-0.14277,-0.71126,0.7654,5,4,3,0,5,4,6,2,0,4,0,3,5,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1482",3,1,7,0.52135,-1.09207,-0.45174,0.13136,-1.13788,0.88113,-0.84637,3,1,0,3,6,2,6,2,0,0,2,0,2,2,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1483",2,0,10,-1.05308,1.45421,-0.84732,0.94156,0.58489,-0.71126,-0.52593,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1484",1,1,6,-1.1943,1.11406,1.24033,-1.6209,-0.65253,0.52975,1.2247,6,3,2,0,6,6,6,0,0,3,0,0,0,3,0,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1485",2,0,8,-0.05188,-0.30033,-1.27553,-0.01729,0.7583,-0.71126,-1.18084,5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1486",1,1,8,0.73545,0.00332,-0.17779,-1.07533,0.58489,1.29221,-0.52593,6,5,3,5,6,6,5,4,0,6,3,4,5,4,3,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"1487",2,0,6,-0.46725,-0.43999,-0.17779,-1.772,-1.25773,1.86203,1.92173,6,0,0,2,6,2,2,2,0,2,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1488",2,0,10,1.37297,-0.69509,-0.58331,-1.47955,1.13407,0.88113,-2.07848,5,1,2,3,6,2,5,2,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1489",1,0,9,-0.05188,1.11406,-1.42424,-0.45321,-0.78155,0.88113,1.2247,5,0,2,0,5,1,6,4,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1490",1,1,6,1.49158,-0.57545,-0.71727,-0.45321,-1.5184,1.29221,0.7654,6,4,0,5,4,6,6,0,0,6,0,0,3,5,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1491",4,1,6,-0.14882,-0.30033,0.58331,0.13136,-0.27607,1.29221,1.2247,4,5,2,3,6,4,5,2,2,2,0,2,5,2,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1492",1,1,6,2.127,-0.94779,-0.45174,-0.30172,-1.64101,1.29221,0.07987,5,4,0,5,6,6,6,4,4,3,0,2,3,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1493",1,1,6,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,1.86203,0.7654,5,6,6,4,6,5,6,4,0,5,0,5,6,4,3,3,6,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"1494",1,1,6,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,4,2,2,0,4,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1495",2,1,9,-1.1943,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.2247,5,5,0,0,5,0,6,5,0,5,0,0,5,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1496",4,0,2,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,5,4,0,3,6,6,4,2,2,0,0,0,0,2,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1497",4,1,8,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.2247,5,0,0,2,6,1,6,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1498",2,1,10,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,5,4,0,4,6,6,3,3,3,3,3,3,3,3,3,3,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1499",1,0,6,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,4,0,0,0,6,5,5,0,0,0,0,0,4,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1500",1,1,8,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,6,0,0,0,6,0,4,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1501",2,1,8,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,6,3,3,3,6,6,5,2,0,5,2,3,4,5,3,2,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1502",1,0,8,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,6,4,0,3,6,6,5,4,0,4,0,3,3,3,0,5,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"1503",3,0,7,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575,5,1,0,0,6,6,5,1,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1504",4,0,10,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,6,0,0,0,4,1,4,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1505",1,0,1,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,4,0,0,6,6,0,5,2,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1506",1,0,8,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,6,0,3,3,6,3,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"1507",2,0,7,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,5,1,1,4,5,6,5,2,1,2,0,0,2,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1508",2,1,6,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,0,0,0,0,6,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1509",1,1,8,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,5,5,0,3,6,6,6,5,0,3,0,0,4,3,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1510",1,1,2,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,6,0,0,3,4,6,5,0,0,3,0,0,2,0,3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1511",1,1,6,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,3,0,0,2,6,6,3,2,2,2,0,0,2,2,2,2,6,2,0,0,0,0,0,0,1,0,0,0,0,1,0
"1512",2,1,5,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,3,2,0,4,6,2,6,2,2,2,4,0,2,2,6,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1513",1,1,6,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,6,5,0,6,6,4,6,4,0,0,0,0,3,0,6,0,5,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1514",1,1,5,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,5,4,0,2,6,6,5,0,0,4,0,0,4,6,3,3,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1
"1515",4,1,10,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.7654,5,3,1,2,6,3,6,3,0,1,0,0,0,1,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"1516",1,1,7,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,6,0,0,3,5,6,5,0,0,0,0,0,3,4,3,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"1517",1,1,6,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,0,2,3,2,3,4,1,3,2,1,2,1,2,1,2,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"1518",1,1,6,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,5,3,2,2,6,2,6,5,0,4,0,2,2,0,0,2,6,2,0,0,0,1,0,0,0,0,0,0,0,0,1
"1519",1,1,7,1.37297,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,5,5,0,4,5,6,6,2,0,4,0,3,5,5,2,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1
