"Index","ID","Age","Gender","Education","Country","Ethnicity","Nscore","Escore","Oscore","Ascore","Cscore","Impulsive","SS","Alcohol","Amphet","Amyl","Benzos","Caff","Cannabis","Choc","Coke","Crack","Ecstasy","Heroin","Ketamine","Legalh","LSD","Meth","Mushrooms","Nicotine","Semer","VSA"
1659,1662,"18-24","Female","Left school before 16 years","UK","White",-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,"Used in Last Decade","Used in Last Decade","Never Used","Never Used","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1660,1663,"25-34","Male","Professional certificate/diploma","Other","White",-0.67825,1.11406,-0.01928,0.43852,-0.14277,0.88113,0.7654,"Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Day","Used in Last Day","Used in Last Day","Used in Last Month","Used in Last Decade","Used in Last Month","Never Used","Used in Last Decade","Used in Last Decade","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
1661,1664,"25-34","Female","Some college or university, no certificate or degree","UK","White",-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,"Used in Last Month","Used in Last Year","Used in Last Decade","Never Used","Used in Last Day","Used in Last Year","Used in Last Day","Used in Last Year","Never Used","Used in Last Year","Never Used","Used in Last Decade","Used in Last Month","Never Used","Never Used","Used in Last Decade","Used in Last Month","Never Used","Never Used"
1662,1665,"25-34","Female","Doctorate degree","UK","White",0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,"Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Month","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Year","Used in Last Decade","Used in Last Year","Never Used","Used in Last Decade","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
1663,1666,"25-34","Female","University degree","UK","White",-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1664,1667,"18-24","Male","Some college or university, no certificate or degree","UK","White",0.04257,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,"Used in Last Month","Used in Last Year","Never Used","Used in Last Year","Used in Last Day","Used in Last Week","Used in Last Day","Never Used","Never Used","Used in Last Year","Never Used","Used in Last Year","Used in Last Year","Used in Last Year","Used in Last Year","Never Used","Used in Last Year","Never Used","Used in Last Decade"
1665,1668,"25-34","Female","Doctorate degree","Australia","White",0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,"Used in Last Year","Never Used","Never Used","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1666,1669,"35-44","Male","Professional certificate/diploma","UK","White",0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,"Used in Last Year","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Never Used","Never Used"
1667,1670,"35-44","Female","University degree","Australia","White",-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1668,1671,"45-54","Male","University degree","UK","White",0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Never Used"
1669,1672,"55-64","Male","University degree","UK","White",0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1670,1673,"25-34","Female","University degree","UK","White",-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987,"Used in Last Year","Never Used","Used in Last Decade","Never Used","Used in Last Day","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Used over a Decade Ago","Never Used","Never Used"
1671,1674,"25-34","Male","Professional certificate/diploma","Republic of Ireland","White",-1.05308,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,"Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Day","Used in Last Month","Used in Last Week","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Month","Used in Last Year","Never Used","Used in Last Decade","Used in Last Month","Never Used","Never Used"
1672,1675,"45-54","Male","Professional certificate/diploma","UK","White",-0.46725,0.16767,-1.42424,-0.30172,2.33337,-0.71126,-1.18084,"Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1673,1676,"35-44","Male","Professional certificate/diploma","UK","White",-0.79151,1.11406,-2.09015,-0.30172,-0.52745,-0.21712,-1.18084,"Used in Last Week","Never Used","Used over a Decade Ago","Used in Last Month","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1674,1677,"25-34","Female","University degree","UK","White",2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,"Used in Last Year","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used"
1675,1678,"18-24","Female","Some college or university, no certificate or degree","USA","White",1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,"Used in Last Week","Never Used","Never Used","Used in Last Month","Used in Last Day","Used in Last Day","Used in Last Week","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Used in Last Decade","Used in Last Month","Never Used","Used in Last Year","Used in Last Day","Never Used","Never Used"
1676,1679,"45-54","Female","Professional certificate/diploma","UK","White",-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1677,1680,"18-24","Female","University degree","UK","White",0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1678,1681,"18-24","Female","University degree","UK","White",-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
1679,1682,"45-54","Female","Some college or university, no certificate or degree","UK","White",-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,"Used in Last Week","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1680,1683,"45-54","Male","Professional certificate/diploma","UK","White",-0.46725,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,"Used in Last Week","Used in Last Decade","Used in Last Decade","Used over a Decade Ago","Used in Last Day","Used in Last Year","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Used in Last Decade","Used in Last Decade","Never Used","Never Used"
1681,1684,"18-24","Male","Some college or university, no certificate or degree","USA","Black",0.13606,-1.6334,-0.01928,0.43852,-1.5184,-0.21712,-0.21575,"Used in Last Month","Used in Last Decade","Never Used","Never Used","Used in Last Day","Used in Last Year","Used in Last Week","Used in Last Year","Never Used","Used in Last Decade","Never Used","Used in Last Year","Used in Last Decade","Used in Last Year","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
1682,1685,"25-34","Male","University degree","USA","White",0.52135,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,"Used in Last Week","Used in Last Decade","Used in Last Year","Used in Last Week","Used in Last Day","Used in Last Year","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Month","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Year","Never Used","Never Used"
1683,1686,"18-24","Female","Some college or university, no certificate or degree","USA","Black",1.37297,-2.03972,0.88309,-0.01729,-1.13788,-0.21712,0.40148,"Used in Last Month","Used in Last Week","Never Used","Used in Last Year","Used in Last Day","Used in Last Week","Used in Last Day","Never Used","Never Used","Used in Last Year","Never Used","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Month","Used in Last Month","Never Used","Never Used"
1684,1687,"35-44","Female","Professional certificate/diploma","UK","White",-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1685,1688,"25-34","Female","Professional certificate/diploma","Canada","White",1.49158,-2.32338,-1.11902,2.03972,-0.27607,-0.71126,-1.54858,"Used in Last Day","Used in Last Decade","Never Used","Used in Last Week","Used in Last Week","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used"
1686,1689,"25-34","Female","Masters degree","USA","White",0.13606,0.96248,1.65653,0.43852,-0.27607,0.52975,0.07987,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Month","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Used in Last Month","Never Used","Used in Last Year","Never Used","Never Used","Never Used"
1687,1690,"35-44","Male","Some college or university, no certificate or degree","USA","White",1.02119,-1.50796,-0.84732,-1.47955,-0.00665,-1.37983,-0.52593,"Used in Last Day","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Year","Used in Last Month","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Year","Never Used","Used over a Decade Ago"
1688,1691,"25-34","Male","Some college or university, no certificate or degree","Other","White",1.98437,-1.7625,0.14143,1.45039,-0.89891,0.19268,-0.52593,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Year","Used in Last Year","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Year"
1689,1692,"25-34","Female","Doctorate degree","UK","White",-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1690,1693,"25-34","Female","University degree","UK","White",0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575,"Used in Last Week","Never Used","Used over a Decade Ago","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1691,1694,"25-34","Female","University degree","UK","White",-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1692,1695,"45-54","Male","Masters degree","UK","White",-0.92104,-0.30033,-0.01928,-0.30172,-0.40581,1.29221,-0.21575,"Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Used in Last Year","Used in Last Week","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
1693,1696,"35-44","Male","Professional certificate/diploma","UK","White",-0.46725,0.63779,-0.17779,-0.15487,-0.65253,0.88113,-0.21575,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
1694,1697,"18-24","Male","Some college or university, no certificate or degree","USA","White",0.13606,-1.7625,-0.45174,0.28783,-0.40581,-0.71126,-0.52593,"Used in Last Year","Never Used","Never Used","Used in Last Week","Used in Last Week","Used in Last Month","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used"
1695,1698,"55-64","Male","Doctorate degree","UK","White",-1.1943,0.00332,0.7233,-1.21213,1.13407,-0.21712,0.07987,"Used in Last Day","Never Used","Never Used","Used over a Decade Ago","Used in Last Day","Used in Last Decade","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
1696,1699,"45-54","Female","University degree","UK","White",0.62967,-0.57545,0.7233,-0.15487,0.41594,0.52975,-0.84637,"Used in Last Month","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1697,1700,"25-34","Female","Masters degree","USA","White",-1.69163,0.80523,0.7233,-0.15487,-0.00665,-0.21712,0.07987,"Used in Last Day","Used in Last Year","Never Used","Used in Last Year","Used in Last Day","Used in Last Year","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Month","Never Used","Used in Last Month","Never Used","Used in Last Decade"
1698,1701,"18-24","Male","Some college or university, no certificate or degree","USA","White",1.37297,-0.94779,2.15324,-1.772,-1.92173,1.86203,0.40148,"Used in Last Month","Used in Last Year","Never Used","Used in Last Month","Used in Last Day","Used in Last Month","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Used in Last Decade","Used in Last Month","Never Used","Never Used"
1699,1702,"35-44","Female","University degree","USA","White",1.98437,-0.80615,2.15324,0.76096,-0.00665,1.29221,1.92173,"Used in Last Day","Never Used","Never Used","Used in Last Year","Used in Last Week","Used in Last Day","Used in Last Month","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used"
1700,1703,"25-34","Female","Professional certificate/diploma","UK","White",-0.58016,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1701,1704,"18-24","Male","Some college or university, no certificate or degree","USA","White",-0.34799,-0.69509,-0.58331,0.28783,-1.13788,-0.21712,-0.52593,"Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Week","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Used in Last Year","Never Used","Used in Last Year","Used in Last Week","Never Used","Used in Last Decade","Used in Last Month","Never Used","Used in Last Decade"
1702,1705,"18-24","Male","Left school at 18 years","Canada","White",0.41667,0.16767,-0.01928,-0.91699,-0.89891,0.52975,0.07987,"Used in Last Week","Used in Last Week","Never Used","Used in Last Year","Used in Last Year","Used in Last Day","Used in Last Month","Used in Last Year","Used in Last Year","Used in Last Year","Never Used","Never Used","Used in Last Week","Used in Last Year","Used in Last Year","Used in Last Month","Used in Last Day","Never Used","Used in Last Year"
1703,1706,"55-64","Male","Some college or university, no certificate or degree","UK","White",0.62967,-1.7625,-1.11902,-0.76096,-1.78169,0.52975,0.07987,"Used in Last Month","Used in Last Decade","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Used in Last Day","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Used in Last Year","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Day","Never Used","Used over a Decade Ago"
1704,1707,"18-24","Male","University degree","UK","White",-0.92104,0.32197,-1.42424,-0.60633,1.81175,-0.21712,0.07987,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1705,1708,"18-24","Female","Professional certificate/diploma","UK","White",-0.46725,0.80523,-0.58331,0.94156,-0.14277,0.52975,-0.84637,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Week","Used in Last Decade","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
1706,1709,"35-44","Female","University degree","UK","White",-0.46725,0.96248,-0.84732,0.28783,1.13407,0.19268,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1707,1710,"45-54","Female","University degree","UK","White",-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1708,1711,"35-44","Female","Left school at 18 years","UK","White",-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1709,1712,"25-34","Female","University degree","UK","White",0.04257,1.74091,0.58331,0.13136,-0.14277,1.29221,1.2247,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
1710,1713,"35-44","Female","Masters degree","UK","White",-0.79151,0.63779,-0.84732,-1.07533,0.25953,-0.71126,-0.21575,"Used in Last Week","Used in Last Decade","Used in Last Decade","Used in Last Decade","Used in Last Day","Used in Last Decade","Used in Last Week","Used in Last Decade","Used over a Decade Ago","Used in Last Decade","Used over a Decade Ago","Used over a Decade Ago","Used in Last Decade","Used over a Decade Ago","Used over a Decade Ago","Used over a Decade Ago","Used in Last Day","Never Used","Used over a Decade Ago"
1711,1714,"35-44","Female","Doctorate degree","UK",NA,-2.3436,1.74091,-0.01928,0.59042,2.63199,0.88113,-0.21575,"Used in Last Month","Used over a Decade Ago","Never Used","Never Used","Used in Last Day","Used in Last Month","Used in Last Day","Used over a Decade Ago","Never Used","Used over a Decade Ago","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used in Last Month","Never Used","Never Used"
1712,1715,"45-54","Female",NA,"UK","White",-0.05188,-0.30033,-1.68062,1.2861,1.46191,-1.37983,-1.18084,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1713,1716,"45-54","Male","Professional certificate/diploma","UK","White",1.23461,0.47617,0.58331,-0.76096,0.93949,-0.71126,-0.21575,"Used over a Decade Ago","Never Used","Never Used","Used in Last Decade","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1714,1717,"45-54","Male","Masters degree","UK","White",-0.14882,0.80523,-0.58331,-0.76096,-0.89891,-0.21712,-0.52593,"Used in Last Week","Never Used","Used over a Decade Ago","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1715,1718,"35-44","Female","Masters degree","UK",NA,0.41667,-0.80615,1.06238,0.76096,0.58489,-0.71126,-0.21575,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1716,1719,"45-54","Male","Professional certificate/diploma","UK","White",-1.1943,0.32197,-0.45174,-0.91699,0.12331,-0.21712,-0.52593,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used"
1717,1720,"25-34","Female","University degree","UK","White",0.04257,-0.43999,-0.01928,0.94156,-1.38502,-0.71126,0.07987,"Used in Last Week","Never Used","Used over a Decade Ago","Never Used","Used in Last Week","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1718,1721,"25-34","Female","University degree","UK","White",0.41667,1.11406,-1.11902,2.46262,1.30612,-1.37983,-1.54858,"Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1719,1722,"25-34","Female","Left school at 18 years","UK","White",-0.46725,0.16767,-2.63199,0.59042,1.13407,0.52975,-0.84637,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1720,1723,"45-54","Male","University degree","UK","White",-0.05188,1.11406,0.7233,0.94156,1.81175,1.29221,0.7654,"Used in Last Day","Used in Last Decade","Never Used","Never Used","Used in Last Year","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1721,1724,"55-64","Male","Professional certificate/diploma","UK","White",-2.05048,-0.15487,-1.42424,0.59042,0.41594,-0.21712,-0.84637,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1722,1725,"45-54","Female","Professional certificate/diploma","UK","White",-1.32828,0.16767,-0.58331,0.28783,0.58489,-1.37983,-0.84637,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1723,1726,"25-34","Female",NA,"UK","White",-1.1943,-1.23177,-2.21069,1.81866,0.58489,-2.55524,-2.07848,"Used in Last Year","Never Used","Never Used","Never Used","Used in Last Week","Never Used","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
1724,1727,"25-34","Female","Masters degree","UK","White",0.13606,0.32197,0.58331,-0.76096,-0.52745,-2.55524,-0.84637,"Used in Last Week","Used over a Decade Ago","Used over a Decade Ago","Never Used","Used in Last Week","Used in Last Decade","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Used over a Decade Ago","Used in Last Month","Never Used","Never Used"
1725,1728,"18-24","Female",NA,"UK","White",-1.69163,0.32197,-1.82919,1.81866,0.7583,-0.21712,-1.18084,"Used in Last Month","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
1726,1729,"45-54","Male","Masters degree","UK","White",-0.79151,-0.94779,-0.45174,-0.45321,-0.40581,-0.21712,-0.52593,"Used in Last Day","Never Used","Never Used","Never Used","Used in Last Day","Used over a Decade Ago","Used in Last Day","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Never Used","Never Used"
1727,1730,"18-24","Male","Some college or university, no certificate or degree","Other","White",-2.21844,0.96248,-0.01928,0.13136,1.63088,-2.55524,-0.21575,"Used in Last Month","Never Used","Used in Last Year","Used in Last Decade","Used in Last Day","Used in Last Week","Used in Last Day","Never Used","Never Used","Used in Last Month","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Used in Last Year","Never Used","Never Used"
1728,1731,"25-34","Female","Some college or university, no certificate or degree","UK","White",0.62967,-1.37639,-0.71727,-0.01729,-0.78155,-0.21712,0.7654,"Used in Last Day","Used in Last Decade","Used in Last Decade","Used in Last Year","Used in Last Day","Used in Last Year","Used in Last Week","Never Used","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Never Used"
1729,1732,"45-54","Male","Masters degree","UK","White",-0.34799,-0.30033,0.29338,-0.15487,0.12331,-0.21712,-0.21575,"Used in Last Week","Used over a Decade Ago","Never Used","Used over a Decade Ago","Used in Last Day","Used in Last Year","Used in Last Week","Never Used","Never Used","Never Used","Never Used","Used over a Decade Ago","Used in Last Decade","Used over a Decade Ago","Never Used","Used in Last Decade","Used in Last Day","Never Used","Never Used"
1730,1733,"25-34","Male","Professional certificate/diploma","UK","White",0.41667,-0.80615,-0.84732,-1.21213,1.30612,0.19268,-1.18084,"Used in Last Month","Used in Last Decade","Used in Last Decade","Never Used","Used in Last Day","Used in Last Decade","Used in Last Day","Used in Last Decade","Never Used","Used in Last Decade","Never Used","Never Used","Never Used","Never Used","Used in Last Decade","Never Used","Used in Last Day","Never Used","Never Used"
1731,1734,"45-54","Male","Professional certificate/diploma","UK","White",-0.92104,-0.30033,-1.55521,-0.01729,0.12331,-1.37983,-1.54858,"Used in Last Week","Never Used","Never Used","Never Used","Used in Last Day","Never Used","Used in Last Month","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used","Never Used"
